date,product,mentions,sentiment,source
2025-08-23 10:08:42.867881,Disney Pooh Cartoon Art Plastic Pencil Box,1,,flipkart
2025-09-05 10:08:42.867881,Disney Pooh Cartoon Art Plastic Pencil Box,1,,flipkart
2025-11-12 10:08:42.867881,Disney Princess Cartoon Art Metal Pencil Box,1,,flipkart
2025-11-20 10:08:42.867881,Disney Princess Cartoon Art Plastic Pencil Box,1,,flipkart
2026-01-10 10:08:42.867881,Disney Princess Cartoon Art Plastic Pencil Box,1,,flipkart
2026-01-23 10:08:42.867881,Disney Printed Baby Boy's Hooded Grey T-Shirt,1,,flipkart
2025-10-26 10:08:42.867881,Disney Rapunzel Cartoon Art Metal Pencil Box,1,,flipkart
2025-10-03 10:08:42.867881,Disney Snow White Cartoon Art Metal Pencil Box,1,,flipkart
2025-08-30 10:08:42.867881,Disney Spider Man Cartoon Art Metal Pencil Box,1,,flipkart
2025-08-19 10:08:42.867881,Disney Spiderman Superhero Art Metal Pencil Box,1,,flipkart
2025-11-13 10:08:42.867881,Disney Spiderman Superhero Art Plastic Pencil Box,1,,flipkart
2026-02-03 10:08:42.867881,Disney Spiderman Superhero Art Plastic Pencil Box,1,,flipkart
2025-12-23 10:08:42.867881,Disney Stand 3 Compartments Plastic Pen Holder,1,,flipkart
2025-09-03 10:08:42.867881,Dispowear Men's Brief,1,,flipkart
2025-09-20 10:08:42.867881,Diti Enterprises Showpiece  -  5 cm,1,,flipkart
2026-01-29 10:08:42.867881,Diti Enterprises Showpiece  -  8 cm,1,,flipkart
2025-12-14 10:08:42.867881,Diti Jewellery 0.09 Cts Certified Diamond Rd0572 Gift Free Shipping Platinum Ring,1,,flipkart
2025-09-10 10:08:42.867881,Diti Jewellery Certified designer jewellery RD0578 Platinum Ring,1,,flipkart
2025-08-26 10:08:42.867881,Diti Jewellery Gold 18 K Ring,1,,flipkart
2025-12-04 10:08:42.867881,Diti Jewellery Gold 18 K Ring,1,,flipkart
2026-02-13 10:08:42.867881,Diti Jewellery Gold 18 K Ring,1,,flipkart
2026-01-07 10:08:42.867881,Diti Jewellery Platinum Diamond Ring,1,,flipkart
2025-11-10 10:08:42.867881,Diti Jewellery Platinum Ring,1,,flipkart
2025-11-30 10:08:42.867881,Diti Jewellery Platinum Ring,1,,flipkart
2025-12-11 10:08:42.867881,Diti Jewellery Platinum Ring,1,,flipkart
2026-01-19 10:08:42.867881,Diti Jewellery Platinum Ring,1,,flipkart
2026-01-11 10:08:42.867881,Diti Jewellery Platinum Ring RD0569 Platinum Ring,1,,flipkart
2026-02-07 10:08:42.867881,"Diti Jewellery Platinum, Gold 18 K Ring",1,,flipkart
2025-10-30 10:08:42.867881,Diti Jewellery Stately Platinum Diamond Ring,1,,flipkart
2026-02-07 10:08:42.867881,Ditu&Kritu Warrior Aviator Sunglasses,1,0.9400000000000001,flipkart
2025-11-06 10:08:42.867881,Ditya Alloy Necklace,1,,flipkart
2025-12-18 10:08:42.867881,Diva Women Wedges,1,,flipkart
2026-02-13 10:08:42.867881,Divaat Women's Peplum Dress,1,,flipkart
2025-09-19 10:08:42.867881,Divaat Women's Shift Dress,1,,flipkart
2025-09-01 10:08:42.867881,Divaz Alloy Necklace,1,,flipkart
2025-09-08 10:08:42.867881,Divaz Alloy Necklace,1,,flipkart
2025-09-29 10:08:42.867881,Divine Forever Alloy Necklace,1,,flipkart
2025-10-11 10:08:42.867881,Divine Forever Alloy Necklace,1,,flipkart
2025-10-21 10:08:42.867881,Divine Forever Alloy Necklace,1,,flipkart
2025-11-01 10:08:42.867881,Divine Forever Alloy Necklace,1,,flipkart
2026-01-21 10:08:42.867881,Divine Forever Alloy Necklace,1,,flipkart
2026-02-05 10:08:42.867881,Divine Forever Alloy Necklace,1,,flipkart
2026-02-13 10:08:42.867881,Divine Forever Alloy Necklace,1,,flipkart
2025-10-19 10:08:42.867881,Divine Forever Metal Necklace,1,,flipkart
2025-12-14 10:08:42.867881,Divine Gifts & Artificial Jewellery Shanker Blue Showpiece  -  7.5 cm,1,,flipkart
2025-11-04 10:08:42.867881,Divine Tree SD13 Seed,1,,flipkart
2025-11-21 10:08:42.867881,Divine Tree SD16 Seed,1,,flipkart
2025-08-26 10:08:42.867881,Divine Tree SD19 Seed,1,,flipkart
2025-11-25 10:08:42.867881,Divine Tree Tomato Vegetable Seed,1,,flipkart
2025-11-24 10:08:42.867881,DivineXt Flexible Electronic Laptop Cooling Fan DI-111 USB USB Fan,1,,flipkart
2025-08-28 10:08:42.867881,Divinit DG Royal Ornamental Size 2 Shiva religious wall hanging Showpiece  -  20.5 cm,1,,flipkart
2026-02-14 10:08:42.867881,Diviniti DG 3 Khanda Sahib With Gold Plated Foil Wall Hanging Showpiece  -  32.5 cm,1,,flipkart
2025-12-02 10:08:42.867881,Diviniti DG 4 Khanda Sahib With Gold Plated Foil Wall Hanging Showpiece  -  37 cm,1,,flipkart
2025-08-23 10:08:42.867881,Diviniti DG Royal Ornamental Size 4 Allha religious wall hanging Showpiece  -  30.5 cm,1,,flipkart
2025-10-12 10:08:42.867881,Diviniti DG Royal Ornamental Size 4 Ganesha religious wall hanging Showpiece  -  30.5 cm,1,,flipkart
2025-10-30 10:08:42.867881,Diviniti DG Royal Ornamental Size 4 Gurunanak religious wall hanging Showpiece  -  30.5 cm,1,,flipkart
2025-12-31 10:08:42.867881,Diviniti DG Royal Ornamental Size 4.5 Murgan Ji religious wall hanging Showpiece  -  30.5 cm,1,,flipkart
2026-02-11 10:08:42.867881,Diviniti Dg Royal Ornamental Size 2.5 Murgan Religious Wall Hanging Showpiece  -  28 cm,1,,flipkart
2025-11-09 10:08:42.867881,Diviniti MDF Color Religious Wall Hanging Size 4 Radha Krishna Showpiece  -  36.4 cm,1,,flipkart
2025-08-31 10:08:42.867881,Diviniti MDF Color Religious Wall Hanging Size 4 Sai Baba Showpiece  -  36.4 cm,1,,flipkart
2025-11-08 10:08:42.867881,Diviniti MDF Color religious wall hanging Size 4.5 Mahaveer Showpiece  -  62.5 cm,1,,flipkart
2025-09-25 10:08:42.867881,Diviniti Mdf Royal Religious Wall Hanging Size 2.5 Bal Gopal Showpiece  -  25 cm,1,,flipkart
2025-12-18 10:08:42.867881,Dizionario MEEN111213,1,0.4,flipkart
2026-02-02 10:08:42.867881,Dizionario Mini Perfume Fan Cooling Fancoolerbl USB USB Fan,1,,flipkart
2025-09-11 10:08:42.867881,Dloop Plastic Rack file,1,,flipkart
2025-11-17 10:08:42.867881,Do Bhai 400 Women Wedges,1,0.5599999999999999,flipkart
2025-12-31 10:08:42.867881,Do Bhai Blue Loafers Loafers,1,,flipkart
2026-01-07 10:08:42.867881,Do Bhai Boots,1,,flipkart
2025-08-27 10:08:42.867881,Do Bhai Canvas Shoes,1,,flipkart
2025-09-15 10:08:42.867881,Do Bhai Canvas Shoes,1,,flipkart
2025-09-08 10:08:42.867881,Do Bhai DBNABALL197-202 Multicolor Loafers,1,,flipkart
2025-10-13 10:08:42.867881,Do Bhai Women Flats,1,1.0,flipkart
2025-11-05 10:08:42.867881,Do Bhai Women Heels,1,0.2,flipkart
2025-09-17 10:08:42.867881,Do Bhai Women Wedges,1,,flipkart
2026-01-24 10:08:42.867881,Do Bhai Women Wedges,1,0.4,flipkart
2026-01-29 10:08:42.867881,Do Bhai Women Wedges,1,,flipkart
2025-09-04 10:08:42.867881,Docare Trendy Women's Full Coverage Bra,1,,flipkart
2026-02-03 10:08:42.867881,Docare Trendy Women's Full Coverage Bra,1,0.5,flipkart
2025-11-21 10:08:42.867881,Docare Women's Sports Bra,1,0.2,flipkart
2026-01-14 10:08:42.867881,Doctor Who Prisoner Zero Action Figure,1,,flipkart
2025-10-05 10:08:42.867881,Dolphin Miles Titanic Heeled Women Wedges,1,,flipkart
2025-10-18 10:08:42.867881,Dolphin Miles Women Wedges,1,0.8,flipkart
2025-10-27 10:08:42.867881,Dolphin Miles Women Wedges,1,,flipkart
2025-11-24 10:08:42.867881,Dolphin Miles Women Wedges,1,1.0,flipkart
2025-11-25 10:08:42.867881,Dolphin Miles Women Wedges,1,,flipkart
2025-12-04 10:08:42.867881,Dolphin Miles Women Wedges,1,,flipkart
2025-12-12 10:08:42.867881,Dolphin Miles Women Wedges,1,,flipkart
2025-12-28 10:08:42.867881,Dolphin Miles Women Wedges,1,0.7,flipkart
2026-01-19 10:08:42.867881,Dolphin Miles Women Wedges,1,1.0,flipkart
2026-02-08 10:08:42.867881,Dolphin Product Shoulder Bag,1,,flipkart
2025-11-24 10:08:42.867881,Dolphin gallery No No Art Plastic Pencil Boxes,1,,flipkart
2025-11-18 10:08:42.867881,Dolz Slim Fit Fit Women's Brown Jeans,1,,flipkart
2025-11-09 10:08:42.867881,"Done By None Women, Girls Heels",1,,flipkart
2025-11-09 10:08:42.867881,Donex Hex Imprint 20 L Backpack,1,,flipkart
2025-12-08 10:08:42.867881,Dong Yang 7502 Pouch Sports Art Cloth Pencil Box,1,,flipkart
2025-11-06 10:08:42.867881,Dong Yang 880 Pouch Soccer Art Cloth Pencil Box,1,,flipkart
2025-11-03 10:08:42.867881,Dong Yang 884 Pouch Sports Art Cloth Pencil Box,1,,flipkart
2026-02-14 10:08:42.867881,Dongli Solid Boy's Round Neck T-Shirt,1,,flipkart
2025-09-26 10:08:42.867881,Dongli Striped Baby Boy's Polo Neck T-Shirt,2,,flipkart
2025-09-29 10:08:42.867881,Dongli Striped Baby Boy's Polo Neck T-Shirt,1,,flipkart
2025-10-17 10:08:42.867881,Dongli Striped Baby Boy's Polo Neck T-Shirt,1,,flipkart
2025-10-20 10:08:42.867881,Dongli Striped Baby Boy's Polo Neck T-Shirt,1,,flipkart
2025-10-28 10:08:42.867881,Dongli Striped Baby Boy's Polo Neck T-Shirt,1,,flipkart
2025-12-20 10:08:42.867881,Dongli Striped Baby Boy's Polo Neck T-Shirt,1,,flipkart
2025-09-27 10:08:42.867881,Donner Tan Leather Men's Loafers,1,,flipkart
2025-08-29 10:08:42.867881,Dora Series Dora Art Satin Pencil Box,1,,flipkart
2025-09-21 10:08:42.867881,Doraemon Gift Family Ceramic Coffee Mug Multicolour Mug - 325 ml,1,,flipkart
2025-11-05 10:08:42.867881,Doraemon Polystyrene Pencil Box,1,,flipkart
2025-12-29 10:08:42.867881,Doraemon Polystyrene Pencil Box,1,,flipkart
2025-11-02 10:08:42.867881,Doraemon Printed Pouch Print Art Plastic Pencil Box,1,,flipkart
2025-08-24 10:08:42.867881,Dorrissini Party Wear,1,,flipkart
2025-10-23 10:08:42.867881,Dove Hair Therapy Daily Moisture Conditioner,1,,flipkart
2025-11-18 10:08:42.867881,"Dove Pure Anti-Transpirant Deodorant Deodorant Spray  -  For Men, Women, Girls, Boys",1,,flipkart
2025-10-09 10:08:42.867881,"Download Apparel Floral Print Girl's, Women's Tunic",1,,flipkart
2026-02-07 10:08:42.130535,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),1,0.8,amazon
2025-10-26 10:08:42.867881,Dr. Scholl Rachel Women Flats,1,0.4,flipkart
2025-09-09 10:08:42.867881,Dr. Thapar's Beard Wash With Aloevera,1,,flipkart
2025-11-29 10:08:42.867881,Dr.Cool Dr-WT -R-MEDIUM3 Hot & Cold Pack,1,,flipkart
2025-10-24 10:08:42.867881,Dragon Sports Car Art Metal Pencil Boxes,1,,flipkart
2025-10-01 10:08:42.867881,Dragon Super fast Mini Hi-Speed Rechargeable USB USB Fan,1,,flipkart
2025-11-20 10:08:42.867881,Dream Fashion Women's Printed Casual Shirt,1,,flipkart
2025-11-13 10:08:42.867881,DreamShop Flex Flexible Portable USB Led Light,1,1.0,flipkart
2025-11-04 10:08:42.867881,Dreamshomes Velvet Sofa Cover,1,,flipkart
2025-11-30 10:08:42.867881,Dreamszone Solid Boy's Three Fourths,1,,flipkart
2026-02-09 10:08:42.867881,Dremel 2615.023.132 Plastic Friction Work Bench Cabinet,1,,flipkart
2026-01-29 10:08:42.867881,"Dress Villa Acrylic, Alloy Necklace",1,1.0,flipkart
2026-02-01 10:08:42.867881,"DressBerry Acrylic, Glass Necklace",1,,flipkart
2025-12-19 10:08:42.867881,DressBerry Bellies,1,,flipkart
2025-10-18 10:08:42.867881,DressBerry Crystal Enamel Bracelet Set,1,,flipkart
2025-08-19 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-08-22 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-09-02 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-09-28 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-10-18 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,2,,flipkart
2025-10-28 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-10-29 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-11-08 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-11-28 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-12-10 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-12-20 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-12-21 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-12-23 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2026-01-12 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2026-01-20 10:08:42.867881,DressBerry Crystal Enamel Plated Metal Necklace,1,,flipkart
2025-10-18 10:08:42.867881,DressBerry Enamel Plated Metal Necklace,2,,flipkart
2025-12-04 10:08:42.867881,DressBerry Enamel Plated Metal Necklace,1,,flipkart
2026-02-05 10:08:42.867881,DressBerry Enamel Plated Metal Necklace,1,,flipkart
2026-02-14 10:08:42.867881,DressBerry Enamel Plated Metal Necklace,1,,flipkart
2025-09-12 10:08:42.867881,DressBerry Metal Necklace,1,,flipkart
2025-10-14 10:08:42.867881,DressBerry Metal Necklace,1,,flipkart
2025-10-31 10:08:42.867881,DressBerry Metal Necklace,1,,flipkart
2025-11-04 10:08:42.867881,DressBerry Metal Necklace,1,,flipkart
2025-11-16 10:08:42.867881,DressBerry Metal Necklace,1,,flipkart
2025-11-23 10:08:42.867881,DressBerry Metal Necklace,1,,flipkart
2025-12-01 10:08:42.867881,DressBerry Metal Necklace,1,,flipkart
2025-12-10 10:08:42.867881,DressBerry Metal Necklace,1,,flipkart
2025-12-20 10:08:42.867881,"DressBerry Metal, Fabric Necklace",1,,flipkart
2025-12-31 10:08:42.867881,"DressBerry Metal, Fabric Necklace",1,,flipkart
2025-12-22 10:08:42.867881,"DressBerry Metal, Stone Necklace",1,,flipkart
2026-01-29 10:08:42.867881,"DressBerry Metal, Stone Necklace",1,,flipkart
2026-02-03 10:08:42.867881,"DressBerry Metal, Stone Necklace",1,,flipkart
2025-12-12 10:08:42.867881,DressBerry Stone Necklace,1,,flipkart
2025-11-16 10:08:42.867881,DressBerry Women's Leggings,1,,flipkart
2026-01-01 10:08:42.867881,DressBerry Women's Solid Casual Shirt,1,,flipkart
2026-02-12 10:08:42.867881,DressBerry Women's Solid Casual Shirt,1,,flipkart
2025-12-25 10:08:42.867881,"DressVilla Acrylic, Alloy Bracelet Set",1,,flipkart
2025-12-24 10:08:42.867881,DressVilla Beads Alloy Necklace,1,0.64,flipkart
2025-08-25 10:08:42.867881,Dressberry Black Synthetic  Clutch,1,,flipkart
2025-09-02 10:08:42.867881,Dressberry Black Synthetic  Clutch,1,,flipkart
2025-08-31 10:08:42.867881,Dressberry Casual Sleeveless Solid Women's Top,1,,flipkart
2025-11-02 10:08:42.867881,Dressberry Casual Sleeveless Solid Women's Top,1,,flipkart
2025-08-27 10:08:42.867881,Dressberry Gold Synthetic  Clutch,1,,flipkart
2025-09-08 10:08:42.867881,Dressberry Gold Synthetic  Clutch,1,,flipkart
2025-10-15 10:08:42.867881,Dressberry Gold Synthetic  Clutch,1,,flipkart
2025-11-30 10:08:42.867881,Dressberry Gold Synthetic  Clutch,1,,flipkart
2025-12-28 10:08:42.867881,Dressberry Green Synthetic  Clutch,1,,flipkart
2025-10-19 10:08:42.867881,Dressberry Orange Synthetic  Clutch,1,,flipkart
2025-08-24 10:08:42.867881,Dressberry Solid Women's Wrap Around Skirt,1,0.6,flipkart
2025-09-15 10:08:42.867881,Dressberry Women Heels,1,,flipkart
2025-09-14 10:08:42.867881,Dressberry Women Wedges,1,,flipkart
2025-09-04 10:08:42.867881,Dressberry Women's Solid Casual Shirt,1,,flipkart
2025-11-20 10:08:42.867881,Dressberry Women's Solid Casual Shirt,1,0.74,flipkart
2025-11-27 10:08:42.867881,Dressberry Women's Solid Casual Shirt,1,0.86,flipkart
2025-12-04 10:08:42.867881,Dressberry Women's Solid Casual Shirt,1,0.6,flipkart
2026-01-21 10:08:42.867881,Dressberry Women's Solid Casual Shirt,1,0.8,flipkart
2025-09-26 10:08:42.867881,Dressmyphone Flip Cover for Apple Ipad Mini 1/2,1,,flipkart
2025-12-19 10:08:42.867881,Duke Casual Shoes,1,,flipkart
2026-01-07 10:08:42.867881,Duke Loafers,1,,flipkart
2025-09-28 10:08:42.867881,Duke Striped Casual Men's Sweater,1,0.8,flipkart
2025-10-13 10:08:42.867881,Duke Striped Casual Men's Sweater,1,0.74,flipkart
2025-11-13 10:08:42.867881,Duke Striped Casual Men's Sweater,1,0.8,flipkart
2026-01-16 10:08:42.867881,Duke Striped Casual Men's Sweater,1,0.7,flipkart
2025-09-27 10:08:42.867881,Dumdaar.Com Casual Short Sleeve Self Design Women's Top,1,,flipkart
2025-10-12 10:08:42.867881,Dumdaar.Com Formal Printed Women's Kurti,1,,flipkart
2025-12-08 10:08:42.867881,Dumdaar.Com Women's Self Design Casual Shirt,1,,flipkart
2025-10-09 10:08:42.867881,Dumdaar.com Women's Gathered Dress,1,,flipkart
2025-09-10 10:08:42.867881,Dungri India Craft Ducjug008-ducgl017-2 Jug Glass Set,1,,flipkart
2025-09-10 10:08:42.867881,Dungri India Craft Ducjug010-ducgl012-2 Jug Glass Set,1,,flipkart
2025-12-31 10:08:42.867881,"Dunlop Fort Tennis Ball -   Size: 0,  Diameter: 2.5 cm",1,,flipkart
2025-09-19 10:08:42.867881,Dupli Color Spray Paint Bottle,1,,flipkart
2025-11-03 10:08:42.867881,Dupli Color Spray Paint Bottle,1,,flipkart
2025-11-21 10:08:42.130535,"Duracell 38W Fast Car Charger Adapter with Dual Output. Quick Charge, Type C PD 20W & Qualcomm Certified 3.0 Compatible for iPhone, All Smartphones, Tablets & More (Copper & Black)",1,0.8800000000000001,amazon
2026-02-11 10:08:42.130535,"Duracell CR2016 3V Lithium Coin Battery, 5 pcs, 2016 Coin Button Cell Battery, DL2016",1,0.86,amazon
2026-01-20 10:08:42.130535,"Duracell CR2025 3V Lithium Coin Battery, 5 pcs, 2025 Coin Button Cell Battery, DL2025",1,0.8800000000000001,amazon
2025-12-11 10:08:42.130535,Duracell Chhota Power AA Battery Set of 10 Pcs,1,0.8800000000000001,amazon
2025-10-08 10:08:42.130535,"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",1,0.82,amazon
2025-12-22 10:08:42.130535,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,1,0.86,amazon
2025-09-27 10:08:42.130535,"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",1,0.86,amazon
2025-12-04 10:08:42.130535,"Duracell Rechargeable AA 2500mAh Batteries, 4 Pcs",1,0.8800000000000001,amazon
2025-10-03 10:08:42.130535,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",1,0.8400000000000001,amazon
2025-11-08 10:08:42.130535,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",1,0.8400000000000001,amazon
2025-08-29 10:08:42.130535,"Duracell Type-C To Micro 1.2M braided Sync & Charge Cable, USB C to Micro Fast Charge Compatible for fast data transmission (Black)",1,0.8400000000000001,amazon
2025-10-06 10:08:42.130535,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",1,0.8800000000000001,amazon
2025-12-28 10:08:42.130535,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",1,0.8800000000000001,amazon
2026-02-03 10:08:42.130535,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",1,0.8800000000000001,amazon
2025-09-10 10:08:42.130535,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",1,0.9,amazon
2025-12-08 10:08:42.130535,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",1,0.9,amazon
2026-02-10 10:08:42.130535,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",1,0.9,amazon
2025-10-30 10:08:42.130535,"Duracell Ultra Alkaline AA Battery, 8 Pcs",1,0.9,amazon
2026-02-04 10:08:42.130535,"Duracell Ultra Alkaline AAA Battery, 8 Pcs",1,0.9,amazon
2025-12-17 10:08:42.130535,"Duracell Ultra Alkaline D Battery, 2 Pcs",1,0.8800000000000001,amazon
2025-10-19 10:08:42.867881,Durga Home Trendz Cotton Hand Towel,1,,flipkart
2026-01-05 10:08:42.867881,Durian BID/32625/A/1 Leatherette 1 Seater Sofa,1,,flipkart
2026-01-25 10:08:42.867881,Durian BID/32625/A/2 Leatherette 2 Seater Sofa,1,0.2,flipkart
2025-12-17 10:08:42.867881,Durian BID/32625/A/3 Leatherette 3 Seater Sofa,1,0.2,flipkart
2026-02-05 10:08:42.867881,Durian BID/32626/A/1 Leatherette 1 Seater Sofa,1,,flipkart
2025-11-24 10:08:42.867881,Durian Berry Solid Wood 1 Seater Sofa,1,,flipkart
2025-10-18 10:08:42.867881,Durian Berry Solid Wood 2 Seater Sofa,1,,flipkart
2025-12-17 10:08:42.867881,Durian Berry Solid Wood 3 Seater Sofa,1,,flipkart
2026-01-19 10:08:42.867881,Durian Berry Solid Wood 3 Seater Sofa,1,1.0,flipkart
2025-09-25 10:08:42.867881,Durian Clinton/A/3 Leather 3 Seater Sofa,1,1.0,flipkart
2025-12-31 10:08:42.867881,Durian Club/3 Leather 3 Seater Sofa,1,,flipkart
2025-10-12 10:08:42.867881,Durian Dream/2 Leather 2 Seater Sofa,1,,flipkart
2025-10-05 10:08:42.867881,Durian Fabric 1 Seater Sofa,1,,flipkart
2025-12-30 10:08:42.867881,Durian Fabric 1 Seater Sofa,1,,flipkart
2025-12-08 10:08:42.867881,Durian Fabric 2 Seater Sofa,1,,flipkart
2025-10-04 10:08:42.867881,Durian Fabric 3 Seater Sofa,1,,flipkart
2025-10-11 10:08:42.867881,Durian Fabric 3 Seater Sofa,1,,flipkart
2025-10-10 10:08:42.867881,Durian Georgia Leatherette 1 Seater Sofa,1,,flipkart
2025-12-15 10:08:42.867881,Durian Harmony/2 Fabric 2 Seater Sofa,1,,flipkart
2026-01-08 10:08:42.867881,Durian Helena Fabric 3 Seater Sofa,1,,flipkart
2026-02-03 10:08:42.867881,Durian Helena Fabric 3 Seater Sofa,1,,flipkart
2025-08-23 10:08:42.867881,Durian Laze/3 Leather 3 Seater Sofa,1,,flipkart
2025-12-17 10:08:42.867881,Durian Leather 1 Seater Sofa,1,,flipkart
2025-08-29 10:08:42.867881,Durian Leather 2 Seater Sofa,1,,flipkart
2026-02-05 10:08:42.867881,Durian Leather 2 Seater Sofa,1,,flipkart
2026-02-05 10:08:42.867881,Durian Leatherette 2 Seater Sofa,1,,flipkart
2026-01-29 10:08:42.867881,Durian Madison Leatherette 1 Seater Sofa,1,,flipkart
2025-09-19 10:08:42.867881,Durian Richmond Leatherette 1 Seater Sofa,1,,flipkart
2025-12-21 10:08:42.867881,Durian Richmond Leatherette 1 Seater Sofa,1,,flipkart
2025-09-23 10:08:42.867881,Durian Salina Leatherette 2 Seater Sofa,1,,flipkart
2025-11-20 10:08:42.867881,Durian Tulsa Leatherette 1 Seater Sofa,1,,flipkart
2026-01-25 10:08:42.867881,Durian Tulsa Leatherette 3 Seater Sofa,1,,flipkart
2025-12-06 10:08:42.867881,Dutch Benson Women Sandals,1,,flipkart
2025-09-26 10:08:42.867881,Duvi Women's Floral Print Casual Shirt,1,,flipkart
2026-02-07 10:08:42.867881,Duvi Women's Floral Print Casual Shirt,1,0.9400000000000001,flipkart
2026-02-09 10:08:42.130535,"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",1,0.8800000000000001,amazon
2025-09-19 10:08:42.867881,Dyna Silver Heart Stereo Wireless Bluetooth Headset,1,,flipkart
2025-09-30 10:08:42.867881,Dynex Digital Full Size Headphone Dx-Hp550 Headphones,1,,flipkart
2026-02-05 10:08:42.130535,Dynore Stainless Steel Set of 4 Measuring Cup and 4 Measuring Spoon,1,0.8400000000000001,amazon
2025-11-25 10:08:42.867881,E'Hiose Girl's Leggings,1,,flipkart
2026-01-16 10:08:42.867881,E'Hiose Girl's Leggings,1,,flipkart
2025-12-14 10:08:42.130535,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",1,0.76,amazon
2025-08-31 10:08:42.130535,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colours May Vary, Small, EC-POF1)",1,0.76,amazon
2026-01-17 10:08:42.130535,"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",1,0.8400000000000001,amazon
2026-01-10 10:08:42.867881,E-Lyte Women Wedges,1,,flipkart
2025-12-31 10:08:42.867881,E-Studio Ganesha Caturbhuja Showpiece  -  12 cm,1,,flipkart
2026-01-21 10:08:42.867881,E-plant Black Eyed Peas Culinary Vegetable Seed,1,,flipkart
2025-12-22 10:08:42.867881,E-plant Culinary Vegetable Seed,1,,flipkart
2026-02-01 10:08:42.867881,E-plant Edible Vegetable Seed,1,,flipkart
2025-09-07 10:08:42.867881,E-plant Plant Container Set,1,0.45999999999999996,flipkart
2025-10-25 10:08:42.867881,E-plant Plant Container Set,1,,flipkart
2025-09-19 10:08:42.867881,E-plant Round Shaji Seed,1,,flipkart
2025-09-04 10:08:42.867881,E-plant Spicy Chillie Seed,1,0.4,flipkart
2025-12-02 10:08:42.867881,E.L.F Blush,1,,flipkart
2026-01-17 10:08:42.867881,E2O Hand Bag,1,,flipkart
2025-10-31 10:08:42.867881,EASIES Solid Single Breasted Casual Men's Blazer,1,,flipkart
2025-11-06 10:08:42.867881,EASIES Solid Single Breasted Casual Men's Blazer,1,,flipkart
